data,dia,material,num pontos,x,z,media contagem,sd contagem,tempo(s)
2021-11-03,0.0,fluido 1,10,0.0,0.0,2438.4,48.818439139325214,20.0
2021-11-03,0.0,fluido 1,10,0.0,0.5,2438.4,48.818439139325214,20.0
2021-11-03,0.0,fluido 1,10,0.0,2.0,2438.4,48.818439139325214,20.0
